3	30	2020-01-12 16:45:24.658152	2	1	249
1	100	2020-01-12 17:04:44.123465	2	1	249
5	80	2020-01-12 17:09:50.306497	1	1	249
6	60	2020-01-12 17:15:52.560382	2	1	249
2	59	2020-01-12 17:17:09.116099	4	1	11
4	100	2020-01-12 17:19:54.202747	2	1	11
